Chrom	Strand	Experiment_Left	Experiment_Right	Systematic ID	Common Name	NFR/NDR_Left	NFR/NDR_Right
chr15	+	194961	196394	YOL072W	THP1	194763	194994
chr4	-	373887	375320	YDL044C	MTF2	375266	375500
chr14	+	52609	54050	YNL309W	STB1	52407	52667
chr7	-	557594	559035	YGR036C	CAX4	558969	559245
chr10	+	452222	453663	YJR008W	MHO1	452044	452297
chr10	-	580218	581659	YJR080C	AIM24	581595	581848
chr11	+	264678	266119	YKL093W	MBR1	264386	264683
chr13	+	260224	261665	YML005W	TRM12	260021	260265
chr14	+	227369	228810	YNL223W	ATG4	227131	227399
chr16	-	335717	337158	YPL113C		337135	337326
chr2	+	39123	40564	YBL098W	BNA4	38935	39180
chr2	+	539821	541262	YBR149W	ARA1	539071	539821
chr2	+	633580	635021	YBR205W	KTR3	633374	633632
chr4	-	1393192	1394633	YDR465C	RMT2	1394580	1394809
chr4	+	30624	32065	YDL237W	AIM6	30445	30675
chr2	-	631976	633425	YBR204C	LDH1	633374	633632
chr5	+	192849	194298	YER019W	ISC1	192586	192899
chr13	+	110232	111681	YML079W		110045	110278
chr13	-	855397	856846	YMR293C	HER2	856792	856998
chr14	-	322148	323597	YNL166C	BNI5	323549	323832
chr3	-	34004	35453	YCL052C	PBN1	35381	35619
chr4	-	825955	827404	YDR181C	SAS4	827323	827600
chr8	-	326657	328106	YHR107C	CDC12	328040	328325
chr9	+	171651	173100	YIL103W	DPH1	171496	171750
chr9	-	228567	230016	YIL071C	PCI8	229962	230378
chr12	-	550580	552030	YLR203C	MSS51	551999	552288
chr14	-	753655	755105	YNR066C		755105	755261
chr13	+	920018	921471	YMR323W	ERR3	919787	919968
chr11	-	533965	535422	YKR053C	YSR3	535345	535486
chr16	+	191401	192858	YPL188W	POS5	191160	191439
chr2	-	47215	48672	YBL091C	MAP2	48591	48850
chr2	+	90666	92123	YBL069W	AST1	90432	90724
chr5	-	360400	361857	YER101C	AST2	361825	362018
chr9	-	33548	35005	YIL165C		34950	35212
chr7	-	191908	193370	YGL164C	YRB30	193289	193547
chr15	-	310996	312461	YOL007C	CSI2	312417	312581
chr4	+	232568	234033	YDL128W	VCX1	232369	232624
chr4	+	447915	449380	YDL001W	RMD1	447461	447957
chr12	-	300571	302036	YLR085C	ARP6	301956	302232
chr15	+	198905	200370	YOL069W	NUF2	198703	198961
chr4	-	392495	393960	YDL033C	SLM3	393896	394208
chr5	-	399408	400873	YER119C	AVT6	400831	401142
chr7	-	884385	885850	YGR193C	PDX1	885793	886056
chr11	-	147466	148939	YKL162C		148895	149169
chr4	+	1421124	1422597	YDR483W	KRE2	1420977	1421176
chr7	-	649266	650739	YGR086C	PIL1	650703	650870
chr10	-	141190	142663	YJL147C	MRX5	142604	142794
chr11	+	530801	532274	YKR051W		530634	530871
chr15	-	626532	628005	YOR155C	ISN1	627947	628214
chr14	+	234321	235802	YNL220W	ADE12	234069	234423
chr11	-	235873	237354	YKL106C-A		237224	237487
chr13	-	634549	636030	YMR187C		636023	636235
chr13	-	78260	79741	YML097C	VPS9	79677	79935
chr14	-	167821	169302	YNL254C	RTC4	169232	169472
chr15	+	528800	530281	YOR110W	TFC7	528628	528902
chr16	+	105632	107113	YPL233W	NSL1	105426	105740
chr2	+	49547	51028	YBL089W	AVT5	49365	49595
chr4	+	183231	184712	YDL150W	RPC53	183003	183297
chr7	+	255557	257038	YGL134W	PCL10	255288	255566
chr7	+	575398	576879	YGR040W	KSS1	575215	575421
chr9	+	363131	364612	YIR004W	DJP1	362952	363234
chr9	-	372911	374392	YIR008C	PRI1	374279	374522
chr8	+	454113	455596	YHR176W	FMO1	453932	454157
chr15	+	662168	663657	YOR176W	HEM15	661708	662146
chr11	+	358238	359727	YKL042W	SPC42	358109	358377
chr16	+	360173	361662	YPL101W	ELP4	359954	360215
chr2	+	683308	684797	YBR233W	PBP2	683077	683369
chr3	-	68492	69981	YCL029C	BIK1	69941	70171
chr4	-	1038124	1039613	YDR289C	RTT103	1039493	1039766
chr4	+	1261564	1263053	YDR394W	RPT3	1261342	1261634
chr5	+	26136	27625	YEL066W	HPA3	25934	26170
chr8	+	442136	443625	YHR169W	DBP8	441880	442173
chr9	-	283085	284574	YIL037C	PRM2	284507	284732
chr11	-	292886	294378	YKL075C		294366	294648
chr13	+	608649	610146	YMR173W	DDR48	608521	608750
chr11	+	98518	100015	YKL183W	LOT5	98276	98626
chr13	+	684409	685906	YMR208W	ERG12	684199	684426
chr2	+	71563	73060	YBL081W		71366	71607
chr4	+	784838	786335	YDR165W	TRM82	784599	784888
chr12	-	605634	607139	YLR231C	BNA5	607104	607456
chr4	+	455227	456732	YDR004W	RAD57	454964	455291
chr4	+	924688	926193	YDR229W	IVY1	924467	924736
chr11	-	191606	193111	YKL133C		193044	193323
chr12	-	1055605	1057110	YLR457C	NBP1	1057100	1057373
chr12	-	710690	712195	YLR287C		712086	712315
chr13	+	178384	179889	YML048W	GSF2	178130	178424
chr13	-	802757	804262	YMR268C	PRP24	804199	804453
chr15	-	553140	554645	YOR123C	LEO1	554562	554862
chr16	+	361813	363318	YPL100W	ATG21	361455	361871
chr16	+	841214	842719	YPR157W	TDA6	841052	841237
chr4	-	1357448	1358953	YDR449C	UTP6	1358891	1359223
chr4	-	1519416	1520921	YDR541C		1520875	1521181
chr4	-	403495	405000	YDL027C	MRX9	404946	405259
chr2	-	308859	310372	YBR036C	CSG2	310323	310632
chr5	-	472553	474066	YER152C		473969	474256
chr10	+	352348	353861	YJL046W	AIM22	352164	352420
chr14	-	181165	182678	YNL248C	RPA49	182608	182914
chr14	-	217229	218742	YNL230C	ELA1	218692	218945
chr14	+	40609	42122	YNL317W	PFS2	40369	40656
chr15	-	210509	212022	YOL062C	APM4	211968	212235
chr16	-	317501	319014	YPL123C	RNY1	318966	319155
chr16	-	457017	458530	YPL053C	KTR6	458492	458779
chr16	+	648581	650094	YPR041W	TIF5	648332	648634
chr14	+	287793	289313	YNL187W	SWT21	287602	287843
chr16	+	364941	366462	YPL097W	MSY1	364740	364970
chr2	+	776499	778020	YBR287W		776242	776566
chr8	-	368346	369867	YHR132C	ECM14	369778	370070
chr13	-	316941	318470	YMR021C	MAC1	318419	318702
chr15	-	921417	922946	YOR323C	PRO2	922852	923071
chr16	+	115056	116585	YPL230W	USV1	114915	115151
chr16	+	657469	658998	YPR047W	MSF1	657287	657544
chr2	-	429464	430993	YBR093C	PHO5	431038	431184
chr4	+	1473212	1474741	YDR515W	SLF1	1473004	1473244
chr4	-	28956	30485	YDL238C	GUD1	30445	30675
chr4	-	943660	945189	YDR240C	SNU56	945114	945419
chr4	-	966340	967869	YDR255C	RMD5	967810	968117
chr5	+	456277	457806	YER143W	DDI1	456064	456319
chr10	+	334268	335805	YJL054W	TIM54	334038	334308
chr11	+	234349	235886	YKL108W	SLD2	234179	234434
chr14	+	706105	707642	YNR045W	PET494	705744	706150
chr11	+	237413	238958	YKL106W	AAT1	237224	237487
chr7	+	959838	961383	YGR234W	YHB1	959687	959919
chr10	-	187932	189477	YJL123C	MTC1	189410	189755
chr13	+	448449	449994	YMR090W		448266	448505
chr15	+	792472	794017	YOR244W	ESA1	792216	792521
chr16	+	348469	350014	YPL108W		348267	348520
chr4	-	1404368	1405913	YDR473C	PRP3	1405869	1406119
chr3	-	120847	122400	YCR005C	CIT2	122400	122483
chr11	-	200361	201914	YKL128C	PMU1	201914	202059
chr13	-	573357	574910	YMR159C	ATG16	574828	575097
chr13	+	712297	713850	YMR220W	ERG8	712057	712328
chr14	-	256637	258190	YNL206C	RTT106	258133	258448
chr15	+	493096	494649	YOR091W	TMA46	492898	493144
chr15	-	674132	675685	YOR180C	DCI1	675607	675918
chr16	-	259653	261206	YPL154C	PEP4	261158	261434
chr16	+	85536	87089	YPL245W		85295	85586
chr16	-	886346	887899	YPR173C	VPS4	887822	888086
chr4	+	1226748	1228301	YDR376W	ARH1	1226508	1226779
chr4	-	387351	388904	YDL036C	PUS9	388827	389115
chr14	-	673204	674759	YNR026C	SEC12	674664	674928
chr2	-	664920	666481	YBR221C	PDB1	666424	666717
chr12	-	491722	493283	YLR163C	MAS1	493236	493517
chr13	-	492293	493854	YMR111C		493863	494061
chr13	-	669813	671374	YMR204C	INP1	671336	671599
chr13	-	80604	82165	YML095C	RAD10	82096	82310
chr15	-	747476	749037	YOR216C	RUD3	748984	749248
chr16	-	289549	291110	YPL139C	UME1	291062	291314
chr8	-	410882	412443	YHR156C	LIN1	412409	412610
chr10	+	583702	585271	YJR084W		583500	583741
chr12	-	956590	958159	YLR418C	CDC73	958129	958431
chr13	-	593165	594734	YMR166C	MME1	594665	594918
chr13	-	748181	749750	YMR239C	RNT1	749697	749975
chr16	+	63224	64793	YPL257W		63036	63274
chr16	+	706868	708437	YPR084W		706677	706911
chr16	-	708368	709937	YPR085C	ASA1	709868	710112
chr2	+	607460	609029	YBR192W	RIM2	607308	607517
chr2	-	705272	706841	YBR243C	ALG7	706765	707030
chr4	+	20192	21761	YDL241W		19904	20170
chr4	+	489468	491037	YDR023W	SES1	489139	489536
chr4	-	665266	666835	YDR105C	TMS1	666755	667030
chr4	-	852443	854012	YDR198C	RKM2	853954	854255
chr7	+	546358	547927	YGR031W	IMO32	546256	546423
chr12	+	807315	808888	YLR341W	SPO77	807141	807320
chr11	-	134290	135867	YKL166C	TPK3	135849	136329
chr7	+	266093	267670	YGL130W	CEG1	265886	266151
chr10	-	260992	262569	YJL091C	GWT1	262504	262790
chr11	+	521833	523410	YKR044W	UIP5	521083	521833
chr13	+	689065	690642	YMR211W	DML1	688825	689110
chr16	+	218521	220098	YPL175W	SPT14	218343	218637
chr2	-	569672	571249	YBR166C	TYR1	571197	571442
chr12	+	867151	868736	YLR372W	ELO3	866828	867234
chr16	+	166057	167642	YPL203W	TPK2	165695	166125
chr11	+	445216	446801	YKR003W	OSH6	444466	445216
chr14	-	591334	592919	YNL022C	RCM1	592865	593164
chr15	-	646948	648533	YOR166C	SWT1	648499	648683
chr16	+	181369	182954	YPL193W	RSA1	181080	181390
chr4	-	1471464	1473049	YDR514C		1473004	1473244
chr6	-	205688	207273	YFR026C	ULI1	207198	207453
chr8	+	336333	337918	YHR113W	APE4	336121	336387
chr9	+	343787	345372	YIL006W	YIA6	343652	343848
chr12	+	907880	909468	YLR394W	CST9	907714	907876
chr16	+	787862	789455	YPR125W	YLH47	787468	787902
chr14	+	581898	583491	YNL026W	SAM50	581687	581943
chr16	-	682809	684402	YPR068C	HOS1	684309	684610
chr4	+	790294	791887	YDR168W	CDC37	789937	790329
chr7	+	22304	23897	YGL254W	FZF1	22081	22323
chr7	+	299943	301536	YGL111W	NSA1	299719	299992
chr15	-	197164	198758	YOL070C	NBA1	198703	198961
chr6	-	253522	255119	YFR053C	HXK1	255015	255298
chr13	+	746225	747826	YMR238W	DFG5	745975	746270
chr14	-	486589	488190	YNL074C	MLF3	488122	488431
chr12	+	1022466	1024067	YLR443W	ECM7	1022247	1022529
chr12	-	713346	714947	YLR288C	MEC3	714862	715088
chr13	+	315345	316946	YMR020W	FMS1	315056	315287
chr14	+	205137	206738	YNL237W	YTP1	205053	205171
chr15	+	1049516	1051117	YOR378W	AMF1	1049416	1049579
chr16	-	101396	102997	YPL236C	ENV7	102914	103185
chr16	+	878550	880151	YPR169W	JIP5	877800	878550
chr2	-	712896	714497	YBR247C	ENP1	714451	714724
chr4	-	293316	294917	YDL091C	UBX3	294814	295004
chr4	+	36775	38376	YDL233W	MFG1	36563	36824
chr5	-	208749	210350	YER027C	GAL83	210284	210530
chr7	+	670326	671927	YGR093W	DRN1	670100	670370
chr15	+	344265	345868	YOR009W	TIR4	344145	344330
chr16	-	224261	225870	YPL172C	COX10	225808	226059
chr16	+	373645	375254	YPL092W	SSU1	373266	373614
chr6	-	172332	173941	YFR014C	CMK1	173888	174194
chr1	-	108857	110466	YAL022C	FUN26	110397	110673
chr14	+	200409	202018	YNL239W	LAP3	200212	200418
chr14	-	761053	762662	YNR069C	BSC5	762646	762800
chr15	-	502876	504485	YOR095C	RKI1	504427	504770
chr15	-	793948	795557	YOR245C	DGA1	795523	795881
chr4	+	1011592	1013201	YDR275W	BSC2	1010842	1011592
chr4	-	1272164	1273773	YDR402C	DIT2	1273734	1273891
chr4	-	359772	361381	YDL054C	MCH1	361306	361538
chr5	+	289354	290963	YER066W	RRT13	289156	289399
chr7	+	392117	393726	YGL059W	PKP2	391962	392237
chr16	+	742340	743957	YPR108W	RPN7	742122	742400
chr4	+	1250140	1251757	YDR388W	RVS167	1249905	1250194
chr9	-	197863	199480	YIL088C	AVT7	199406	199751
chr1	-	134087	135705	YAL010C	MDM10	135652	135875
chr4	-	366636	368261	YDL048C	STP4	368160	368468
chr1	+	37407	39032	YAL058W	CNE1	37225	37447
chr13	+	497657	499282	YMR115W	MGR3	497456	497689
chr14	-	198397	200022	YNL240C	NAR1	199967	200212
chr16	-	866698	868323	YPR162C	ORC4	868268	868517
chr2	+	736188	737813	YBR263W	SHM1	736029	736297
chr5	-	449744	451370	YER139C	RTR1	451309	451581
chr13	-	339317	340950	YMR034C	RCH1	340881	341148
chr15	+	880948	882581	YOR301W	RAX1	880676	880982
chr4	+	1478580	1480213	YDR518W	EUG1	1478323	1478637
chr10	-	409393	411026	YJL013C	MAD3	410964	411250
chr10	+	529806	531439	YJR051W	OSM1	529608	529891
chr11	+	291302	292935	YKL077W		291124	291426
chr14	-	508630	510263	YNL062C	GCD10	510216	510548
chr15	-	736244	737877	YOR209C	NPT1	737826	738067
chr3	+	231453	233086	YCR066W	RAD18	231328	231509
chr4	+	827527	829160	YDR182W	CDC1	827323	827600
chr9	+	278377	280010	YIL039W	TED1	278260	278432
chr8	-	100409	102050	YHL003C	LAG1	101963	102370
chr11	+	387456	389097	YKL027W	TCD2	386706	387456
chr11	-	77050	78691	YKL194C	MST1	78607	78897
chr12	+	160001	161642	YLR005W	SSL1	159814	160054
chr14	+	647337	648978	YNR012W	URK1	647131	647392
chr2	-	702504	704145	YBR241C		704058	704255
chr4	-	501664	503305	YDR030C	RAD28	503268	503526
chr9	-	220983	222624	YIL074C	SER33	222560	222896
chr6	+	194715	196357	YFR021W	ATG18	194491	194758
chr5	+	19519	21167	YEL070W	DSF1	19327	19492
chr4	-	1474872	1476521	YDR516C	EMI2	1476402	1476687
chr12	-	66645	68294	YLL036C	PRP19	68221	68482
chr16	+	103128	104777	YPL235W	RVB2	102914	103185
chr16	-	319165	320814	YPL122C	TFB2	320754	321003
chr4	+	139487	141136	YDL178W	DLD2	139302	139522
chr11	+	107110	108767	YKL181W	PRS1	106856	107172
chr12	-	971558	973215	YLR423C	ATG17	973169	973406
chr13	-	533085	534742	YMR131C	RRB1	534696	534990
chr7	+	213941	215598	YGL155W	CDC43	213729	214012
chr7	+	459837	461494	YGL017W	ATE1	459641	459887
chr9	-	169879	171536	YIL104C	SHQ1	171496	171750
chr9	+	83264	84921	YIL142W	CCT2	83022	83336
chr7	+	666278	667943	YGR091W	PRP31	665915	666320
chr13	+	355345	357014	YMR044W	IOC4	355103	355407
chr14	+	274361	276034	YNL193W		274153	274417
chr14	-	577142	578815	YNL029C	KTR5	578786	579108
chr12	-	776226	777899	YLR321C	SFH1	777822	778111
chr13	-	840045	841718	YMR285C	NGL2	841682	841958
chr15	-	984881	986554	YOR347C	PYK2	986507	986789
chr16	-	711400	713073	YPR088C	SRP54	713014	713288
chr7	-	1043839	1045512	YGR276C	RNH70	1045450	1045698
chr13	-	202556	204237	YML038C	YMD8	204184	204469
chr13	+	284881	286562	YMR010W	ANY1	284573	284901
chr14	-	777519	779200	YNR074C	AIF1	779122	779464
chr16	-	183053	184734	YPL192C	PRM3	184677	184911
chr2	-	746144	747825	YBR272C	HSM3	747777	748002
chr4	-	274972	276653	YDL103C	QRI1	276590	276832
chr7	+	502870	504551	YGR004W	PEX31	502677	502945
chr13	+	310138	311822	YMR018W	PEX9	310039	310234
chr11	-	612399	614088	YKR092C	SRP40	614088	614210
chr10	+	536014	537703	YJR054W	KCH1	535717	536005
chr15	+	106537	108226	YOL112W	MSB4	106251	106554
chr15	+	573104	574793	YOR132W	VPS17	572861	573144
chr15	+	65553	67242	YOL137W	BSC6	65350	65608
chr4	+	580644	582333	YDR065W	RRG1	580397	580649
chr9	-	200420	202113	YIL085C	KTR7	202041	202330
chr13	+	79896	81593	YML096W		79677	79935
chr7	-	736577	738274	YGR123C	PPT1	738199	738493
chr2	-	673502	675204	YBR227C	MCX1	675123	675391
chr11	+	81014	82719	YKL191W	DPH2	80802	81057
chr13	-	328573	330278	YMR029C	FAR8	330206	330462
chr2	-	486857	488562	YBR125C	PTC4	488511	488768
chr9	-	290237	291942	YIL033C	BCY1	291942	292032
chr15	+	212193	213898	YOL061W	PRS5	211968	212235
chr16	+	47152	48857	YPL262W	FUM1	46972	47140
chr4	+	1219348	1221053	YDR371W	CTS2	1219077	1219370
chr7	+	733781	735486	YGR122W		733499	733775
chr10	+	462694	464407	YJR015W		461944	462694
chr15	-	340948	342661	YOR008C	SLG1	342606	342923
chr7	+	1012483	1014196	YGR260W	TNA1	1012242	1012539
chr11	+	483376	485089	YKR023W		483154	483420
chr13	+	273960	275673	YMR004W	MVP1	273714	274001
chr15	-	901729	903442	YOR313C	SPS4	903383	903545
chr2	+	184259	185972	YBL019W	APN2	183990	184359
chr2	+	774667	776380	YBR286W	APE3	774435	774740
chr4	+	397459	399172	YDL030W	PRP9	397247	397512
chr5	+	164449	166162	YER007W	PAC2	164165	164568
chr2	-	294355	296072	YBR028C	YPK3	296017	296478
chr15	+	263416	265137	YOL033W	MSE1	263270	263473
chr16	+	381309	383030	YPL088W		381088	381350
chr7	-	298059	299780	YGL112C	TAF6	299719	299992
chr8	+	180224	181945	YHR036W	BRL1	180014	180286
chr16	-	126564	128286	YPL224C	MMT2	128271	128452
chr16	-	299637	301366	YPL133C	RDS2	301327	301591
chr7	-	846777	848506	YGR175C	ERG1	848380	848689
chr12	+	820414	822143	YLR345W		820242	820465
chr13	+	135440	137169	YML069W	POB3	135192	135497
chr16	-	357721	359450	YPL103C	FMP30	359393	359572
chr10	+	143154	144891	YJL146W	IDS2	142951	143185
chr12	+	546046	547783	YLR197W	NOP56	545729	546112
chr9	+	353819	355556	YIL001W		353614	353908
chr8	+	70206	71944	YHL017W		70026	70300
chr10	-	129062	130807	YJL155C	FBP26	130751	131029
chr8	+	330301	332046	YHR109W	CTM1	330120	330332
chr16	-	167693	169446	YPL202C	AFT2	169368	169711
chr11	+	349438	351191	YKL047W	ANR2	349184	349456
chr12	+	779150	780903	YLR324W	PEX30	778939	779197
chr16	-	266157	267910	YPL151C	PRP46	267812	268267
chr3	+	214885	216638	YCR052W	RSC6	214743	215021
chr3	-	54860	56613	YCL038C	ATG22	56553	56805
chr5	+	182561	184314	YER014W	HEM14	182398	182611
chr8	-	157476	159229	YHR024C	MAS2	159173	159445
chr13	+	861865	863626	YMR297W	PRC1	861668	861907
chr16	+	493484	495245	YPL030W	TRM44	493268	493533
chr4	+	1236452	1238213	YDR381W	YRA1	1235702	1236452
chr11	-	193302	195063	YKL132C	RMA1	194993	195242
chr12	+	1057305	1059066	YLR459W	GAB1	1057100	1057373
chr13	-	212220	213981	YML032C	RAD52	213925	214202
chr13	-	749885	751646	YMR240C	CUS1	751656	751815
chr14	-	611670	613431	YNL011C		613371	613639
chr16	+	410309	412070	YPL076W	GPI2	410077	410335
chr16	-	831722	833483	YPR152C	URN1	833427	833693
chr8	-	111522	113283	YHR004C	NEM1	113164	113443
chr9	+	180339	182100	YIL097W	FYV10	180225	180427
chr9	-	214775	216536	YIL077C		216423	216693
chr13	-	824659	826421	YMR279C		826346	826527
chr14	-	38637	40399	YNL318C	HXT14	40369	40656
chr11	-	294474	296243	YKL074C	MUD2	296158	296439
chr16	+	429813	431582	YPL063W	TIM50	429588	429875
chr16	-	82548	84317	YPL247C		84261	84529
chr2	+	447556	449325	YBR103W	SIF2	447333	447598
chr2	-	491121	492890	YBR127C	VMA2	492814	493118
chr4	+	1510014	1511783	YDR538W	PAD1	1509758	1510031
chr1	+	152212	153989	YAR002W	NUP60	151986	152260
chr16	-	384729	386506	YPL086C	ELP3	386443	386692
chr2	+	572004	573781	YBR168W	PEX32	571890	572077
chr4	-	1415144	1416921	YDR479C	PEX29	1416865	1417122
chr5	+	43216	44993	YEL058W	PCM1	43036	43277
chr5	+	451525	453302	YER140W	EMP65	451309	451581
chr6	+	112275	114055	YFL011W	HXT10	112066	112217
chr10	-	652705	654490	YJR124C		654457	654667
chr13	-	490229	492014	YMR110C	HFD1	491963	492234
chr13	-	782557	784342	YMR258C	ROY1	784310	784545
chr14	+	406304	408089	YNL117W	MLS1	406055	406404
chr4	-	716770	718555	YDR131C		718480	718727
chr5	-	29500	31285	YEL064C	AVT2	31228	31547
chr16	+	164081	165874	YPL204W	HRR25	163876	164139
chr11	+	353422	355215	YKL045W	PRI2	353204	353460
chr13	-	341781	343574	YMR036C	MIH1	343506	343793
chr14	+	357176	358969	YNL142W	MEP2	356810	357190
chr16	+	171233	173026	YPL200W	CSM4	171035	171218
chr2	-	714768	716561	YBR248C	HIS7	716501	716781
chr4	-	683898	685691	YDR117C	TMA64	685637	685895
chr9	+	37344	39137	YIL162W	SUC2	37229	37458
chr14	+	471360	473154	YNL083W	SAL1	471121	471402
chr12	+	320327	322128	YLR090W	XDJ1	319577	320327
chr4	-	1202432	1204233	YDR364C	CDC40	1204180	1204408
chr5	-	324192	325993	YER082C	UTP7	325938	326249
chr7	+	182372	184173	YGL171W	ROK1	182120	182408
chr7	+	830421	832222	YGR166W	TRS65	830230	830484
chr8	+	234806	236607	YHR070W	TRM5	234630	234927
chr14	+	488377	490186	YNL073W	MSK1	488122	488431
chr16	-	451465	453274	YPL057C	SUR1	453274	453410
chr4	+	174823	176632	YDL156W	CMR1	174571	174877
chr13	-	41940	43749	YML114C	TAF8	43761	44058
chr14	-	222701	224510	YNL225C	CNM67	224450	224715
chr15	+	101417	103226	YOL115W	PAP2	101203	101470
chr4	-	753514	755323	YDR148C	KGD2	755292	755603
chr7	+	1046715	1048524	YGR278W	CWC22	1046514	1046755
chr8	-	168732	170541	YHR030C	SLT2	170447	170744
chr10	+	548598	550415	YJR060W	CBF1	548359	548701
chr11	+	557409	559226	YKR061W	KTR2	557189	557342
chr13	+	693337	695154	YMR213W	CEF1	693133	693388
chr13	+	701673	703490	YMR217W	GUA1	701466	701739
chr15	+	324416	326233	YOL001W	PHO80	324050	324381
chr16	+	157817	159634	YPL208W	RKM1	157625	157863
chr4	+	1414548	1416365	YDR478W	SNM1	1414327	1414603
chr2	-	662925	664747	YBR220C		664704	664959
chr10	+	393868	395693	YJL025W	RRN7	393473	393968
chr10	+	405518	407343	YJL016W	TPH3	405374	405519
chr14	+	555010	556835	YNL039W	BDP1	554777	555061
chr15	+	787072	788897	YOR241W	MET7	786889	787198
chr8	+	440199	442025	YHR168W	MTG2	439983	440135
chr13	+	133416	135249	YML070W	DAK1	133222	133452
chr5	-	316752	318585	YER078C	ICP55	318515	318755
chr1	+	31151	32984	YAL062W	GDH3	30879	31222
chr8	-	136676	138509	YHR016C	YSC84	138476	138738
chr5	-	21467	23301	YEL069C	HXT13	23301	23390
chr14	+	670361	672202	YNR023W	SNF12	670162	670430
chr16	+	237313	239154	YPL166W	ATG29	237094	237371
chr2	-	294259	296100	YBR027C		296017	296478
chr2	+	749548	751389	YBR274W	CHK1	749333	749596
chr4	-	298268	300109	YDL088C	ASM4	300082	300353
chr4	+	887151	888992	YDR212W	TCP1	886909	887219
chr13	-	95684	97533	YML086C	ALO1	97480	97733
chr12	+	642558	644407	YLR253W	MCP2	642335	642586
chr14	-	135869	137718	YNL270C	ALP1	137634	137827
chr14	-	220629	222478	YNL227C	JJJ1	222436	222864
chr4	-	1154146	1155998	YDR342C	HXT7	1156012	1156184
chr4	-	1159538	1161390	YDR343C	HXT6	1161390	1161583
chr9	-	60943	62798	YIL150C	MCM10	62718	63171
chr13	+	434129	435986	YMR083W	ADH3	433926	434186
chr7	-	151000	152857	YGL186C	TPN1	152781	153062
chr10	-	283472	285329	YJL081C	ARP4	285329	285485
chr13	-	833293	835150	YMR282C	AEP2	835088	835367
chr2	-	698304	700161	YBR239C	ERT1	700043	700283
chr4	+	192567	194424	YDL146W	LDB17	192352	192592
chr5	+	432420	434277	YER133W	GLC7	432190	432486
chr8	-	334321	336178	YHR112C		336121	336387
chr10	-	111562	113426	YJL163C		113352	113616
chr13	-	300685	302550	YMR015C	ERG5	302548	302677
chr11	+	182710	184575	YKL139W	CTK1	182542	182813
chr4	-	1050428	1052293	YDR294C	DPL1	1052241	1052497
chr4	-	977420	979285	YDR261C	EXG2	979217	979529
chr7	-	171328	173193	YGL176C		173075	173339
chr7	-	360083	361948	YGL078C	DBP3	361864	362351
chr2	-	324283	326149	YBR044C	TCM62	326089	326361
chr2	+	182331	184204	YBL020W	RFT1	182061	182346
chr1	+	154932	156805	YAR003W	SWD1	154709	154991
chr13	-	226836	228709	YML023C	NSE5	228652	228931
chr13	+	32232	34105	YML118W	NGL3	32097	32266
chr4	-	376639	378512	YDL042C	SIR2	378438	378740
chr6	-	227353	229226	YFR037C	RSC8	229131	229439
chr6	+	82074	83947	YFL026W	STE2	81861	82057
chr8	+	102141	104015	YHL002W	HSE1	101391	102141
chr16	+	933990	935871	YPR198W	SGE1	933747	934039
chr15	+	1051116	1052997	YOR380W	RDR1	1050866	1051137
chr2	+	117483	119364	YBL054W	TOD6	117155	117473
chr4	-	1248080	1249961	YDR387C	CIN10	1249905	1250194
chr9	-	412927	414816	YIR031C	DAL7	414767	415067
chr13	-	475773	477662	YMR105C	PGM2	477580	477753
chr14	+	678721	680610	YNR030W	ALG12	678476	678783
chr15	-	451643	453532	YOR067C	ALG8	453466	453746
chr16	+	704820	706709	YPR083W	MDM36	704617	704860
chr7	-	637666	639555	YGR077C	PEX8	639477	639924
chr7	+	947344	949233	YGR227W	DIE2	947112	947386
chr15	-	301306	303197	YOL013C	HRD1	303135	303489
chr13	-	39964	41861	YML115C	VAN1	41805	42084
chr2	+	620820	622717	YBR200W	BEM1	620556	620846
chr4	+	933488	935385	YDR235W	PRP42	933269	933536
chr7	+	413982	415879	YGL045W	RIM8	413834	414068
chr1	+	184836	186741	YAR028W		184651	184894
chr16	-	541977	543882	YPL007C	TFC8	543846	544085
chr12	+	23480	25385	YLL058W		23172	23485
chr15	-	269716	271621	YOL029C		271538	271864
chr4	-	1162790	1164695	YDR345C	HXT3	1164564	1164777
chr7	-	328771	330676	YGL095C	VPS45	330627	330931
chr15	-	22455	24364	YOL157C	IMA2	24255	24452
chr1	+	132195	134108	YAL011W	SWC3	131972	132235
chr4	+	1342404	1344317	YDR440W	DOT1	1342186	1342446
chr8	+	328253	330166	YHR108W	GGA2	328040	328325
chr8	+	491795	493708	YHR196W	UTP9	491045	491795
chr6	+	23353	25268	YFL053W	DAK2	23126	23475
chr11	+	273342	275263	YKL089W	MIF2	273131	273418
chr15	-	202701	204622	YOL066C	RIB2	204622	204709
chr2	+	113635	115556	YBL056W	PTC3	113394	113703
chr3	-	218249	220170	YCR054C	CTR86	220111	220338
chr4	+	444563	446492	YDL003W	MCD1	444428	444685
chr14	-	78510	80439	YNL294C	RIM21	80390	80636
chr11	+	584881	586818	YKR078W		584739	584975
chr8	-	67648	69585	YHL019C	APM2	69536	69742
chr2	-	21853	23798	YBL103C	RTG3	23742	24041
chr10	+	80114	82059	YJL186W	MNN5	79857	80151
chr11	+	275262	277207	YKL088W	CAB3	275018	275299
chr16	-	324389	326334	YPL119C	DBP1	326283	326597
chr4	-	492472	494417	YDR026C	NSI1	494381	494671
chr4	+	676046	677991	YDR110W	FOB1	675839	676104
